When,Who,Comment,About,Media,What,Whom,Reference_ID
2019-09-09,@suss_sg,"14 students embarked on a Service-Learning project at the Women’s Education Centre in Himachal Pradesh, India. The team conducted lessons on Conversational English, Basic Math and Science, Computer Lessons, and Health and Nutrition over 10 days. Read more: https://t.co/aJFVnqmmPr https://t.co/hG2vGTTyqv",https://t.co/aJFVnqmmPr,photo,[],[],https://twitter.com/suss_sg/status/1171033264330629120
2019-09-09,@suss_sg,"Prime Minister @leehsienloong was Guest-of-Honour at the inaugural SUSS Ministerial Forum on 4 Sept 2019. He had a lively discussion with SUSS students on the role of education, the future of Singapore, and climate change. Catch the recorded sessions: https://t.co/ZT82tSQ122 https://t.co/CK6fsgL2NC",https://t.co/ZT82tSQ122,photo,[],['@leehsienloong'],https://twitter.com/suss_sg/status/1170866925506838528
2019-09-06,@suss_sg,Hey SUSS Class of 2019! Commemorate your graduation with a personalised Straits Times (ST) newspaper with your name and programme by making a donation! All proceeds will support our fellow students in need. More info: https://t.co/0EjtmH9lW9 https://t.co/inrr9lyTaC,https://t.co/0EjtmH9lW9,photo,[],[],https://twitter.com/suss_sg/status/1169895969443303424
2019-09-05,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’ this December! For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/dQ86jB1Kmr",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1169579189353287680
2019-09-04,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/JuiWKWGVzk,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1169226120706830336
2019-09-02,@suss_sg,"Dr Zhang Meilin, lecturer of the Business Analytics programme, together with her co-authors, have developed a data-driven research approach in healthcare analytics to address the issue of crowding in the Emergency department (ED). Read more here: https://t.co/IRzqi1twUT https://t.co/aSlCJpcJoT",https://t.co/IRzqi1twUT,photo,[],[],https://twitter.com/suss_sg/status/1168505108239441920
2019-09-02,@suss_sg,Sithuraj Ponraj will be exploring the making of myths and narratives for a Singaporean identity in Tamil Literature by millennial writers at It's #Lit: Millennials Writing in Singapore. Sign up here: https://t.co/7E6H3OC8nX https://t.co/CeAVV1po0F,https://t.co/7E6H3OC8nX,photo,['#Lit'],[],https://twitter.com/suss_sg/status/1168493863067107329
2019-08-30,@suss_sg,"Learn with us at your own time and pace through our multiple pathways. Start your journey here: https://t.co/FnTbwsCaON

#SUSSSG #singaporelife #singapore #education #socialsciences #higherlearning #lifelonglearning #universitylife #SUSSmultipathways",https://t.co/FnTbwsCaON,text,"['#SUSSSG', '#singaporelife', '#singapore', '#education', '#socialsciences', '#higherlearning', '#lifelonglearning', '#universitylife', '#SUSSmultipathways']",[],https://twitter.com/suss_sg/status/1167405606782820352
2019-08-29,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’ this December! For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/fGVGHWYYDT",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1167047247739138051
2019-08-28,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/rSk5VMVxnZ,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1166687376950923269
2019-08-27,@suss_sg,"Dr Carol Ma, Head of the Master and PhD of Gerontology Programme shares her views on recent retirement and re-employment ages announcements. Read more at https://t.co/O3s4BEz0IN",https://t.co/O3s4BEz0IN,text,[],[],https://twitter.com/suss_sg/status/1166333621621444609
2019-08-26,@suss_sg,"The SUSS School of Law (SLAW)  has been taking in an increasing number of poly graduates every year. This year, we admitted 29 applicants from polys, out of an intake of 68 across the undergraduate course and Juris Doctor programme. Read more: https://t.co/JtC1QPP5U4",https://t.co/JtC1QPP5U4,text,[],[],https://twitter.com/suss_sg/status/1165968638068830209
2019-08-26,@suss_sg,Tan Kah Wai is a writer and essayist whose works in Chinese have been published in both local and international literary journals. He will be providing his fresh perspective on a millennial's experience of Chinese Literature in Singapore. Join us  here:  https://t.co/5TEUQnyZ66 https://t.co/dBx8x6tsZL,https://t.co/5TEUQnyZ66,photo,[],[],https://twitter.com/suss_sg/status/1165955052831420416
2019-08-21,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’. For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/zgDaBPLKNz",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1164165007946526720
2019-08-21,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4xwYh https://t.co/RUqP4znPtO,https://t.co/xzh2n4xwYh,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1164149905843093504
2019-08-20,@suss_sg,"The overseas service-learning trip to Vientiane, Laos, provided a unique opportunity for our full-time students to serve the disabled at Hands of Hope. Read their 15-day journey here: https://t.co/5C99QsJN93 https://t.co/FNhKNmeexs",https://t.co/5C99QsJN93,photo,[],[],https://twitter.com/suss_sg/status/1163782806654332930
2019-08-19,@suss_sg,"Join us at the Scaling Up SMEs lunchtime programme on Aug 30, which will give you an insight on how SME leaders can create transformational impact on their businesses. Click here for more info: https://t.co/pwvPi7y6OS https://t.co/7z5gNf1sDi",https://t.co/pwvPi7y6OS,photo,[],[],https://twitter.com/suss_sg/status/1163414310586134530
2019-08-16,@suss_sg,"Noridah Kamari is an Associate Faculty with the Malay Language and Literature programme at SUSS, who also heads Unggun Creative, a Malay publishing outfit for youths. Catch her at It's #Lit: Millennials Writing in Singapore: https://t.co/HpuBsq7EZB https://t.co/LqNLG6Eomx",https://t.co/HpuBsq7EZB,photo,['#Lit'],[],https://twitter.com/suss_sg/status/1162338976310747137
2019-08-15,@suss_sg,BIG DATA: Data from our Business Intelligence and Analytics (BI&amp;A) unit can be used by our five schools to provide earlier and more targeted support for students who need help with their university work. Read more: https://t.co/9JBo3TeMsG https://t.co/vYqTR1OA7X,https://t.co/9JBo3TeMsG,photo,[],[],https://twitter.com/suss_sg/status/1161982129355579392
2019-08-14,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’. For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/i22VpQAiN4",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1161620996937441280
2019-08-14,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/Zj9HxKaxsk,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1161620996878680064
2019-08-14,@suss_sg,"Students of the Impact Startup Challenge programme were given six days to test the validity of their ideas using the lean strategy, speak to real customers and finally, pitch to distinguished investors abroad. Read more: https://t.co/OpNAuiqO1c https://t.co/UHFGD87M4j",https://t.co/OpNAuiqO1c,photo,[],[],https://twitter.com/suss_sg/status/1161612947371843584
2019-08-09,@suss_sg,"Chinese web novels have grown so popular that worldwide readership now stands at 7 million! Web writers and translators are making it big, with legions of fans from around the world. To find out more, join us at #It’s Lit on 7 September. More info: https://t.co/D9kjvOBeTP https://t.co/1st6gi8BQO",https://t.co/D9kjvOBeTP,photo,['#It'],[],https://twitter.com/suss_sg/status/1159796567962005505
2019-08-09,@suss_sg,Wishing all Singaporeans a Happy 54th National Day! https://t.co/nq3bt4Hi53,https://video.twimg.com/ext_tw_video/1159615296556191746/pu/vid/720x720/OiGQCuChm4v5mgnr.mp4?tag=10,video,[],[],https://twitter.com/suss_sg/status/1159615323911446534
2019-08-08,@suss_sg,"David Cho, a Year 2 Business Analytics student, who was also the Secretary of Youth Expedition Project (YEP) CREST Lombok, documented his 15-day service-learning trip here: https://t.co/92QGqYYXoz https://t.co/VtETGDmL1c",https://t.co/92QGqYYXoz,photo,[],[],https://twitter.com/suss_sg/status/1159426562808266754
2019-08-07,@suss_sg,"#ASCILITE2019: Last chance to submit your paper for ASCILITE 2019 now. Deadline is extended to 9 Aug 2019. For more on ASCILITE 2019, visit https://t.co/qEAaDVunei https://t.co/cU1rnCvZjF",https://t.co/qEAaDVunei,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1159090584084275200
2019-08-07,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’. For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/JhHn10CrpI",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1159084279609118720
2019-08-06,@suss_sg,"TAKING SENIOR CARE CENTRE SERVICES TO NEW LEVELS: Our PhD in Gerontology student, Sng Hock Lin, shares that new innovative concepts in Taiwan promote dignity and compassion in old age and senior care. Read his observations here: https://t.co/jP1HFmLVKK",https://t.co/jP1HFmLVKK,text,[],[],https://twitter.com/suss_sg/status/1158717609086504960
2019-08-05,@suss_sg,"Congrats to Dr. Adrian Yeow whose paper entitled ""Aligning with new digital strategy: A dynamic capabilities approach"", was awarded the Best Paper of 2018 by the editor and publisher of the Journal of Strategic Information Systems! Read his paper here: https://t.co/b7lwxbNvME https://t.co/1JEuTTL3vk",https://t.co/b7lwxbNvME,photo,[],[],https://twitter.com/suss_sg/status/1158367311574835201
2019-08-05,@suss_sg,Join us as Daniel Loke shares his experiences as a translator and editor for web novel translation publishers such as Wuxiaworld at It's #Lit: Millennials Writing in Singapore on 7 Sep 2019. Register for free here: https://t.co/wHoBaiLauR https://t.co/XQ80EFJqnn,https://t.co/wHoBaiLauR,photo,['#Lit'],[],https://twitter.com/suss_sg/status/1158357011295166464
2019-08-02,@suss_sg,"ASCILITE 2019: Submit your paper for ASCILITE 2019 now. Deadline is extended to 9 Aug 2019. For more on ASCILITE 2019, visit https://t.co/qEAaDVunei https://t.co/bvbn40mPVF",https://t.co/qEAaDVunei,photo,[],[],https://twitter.com/suss_sg/status/1157267325474803713
2019-07-30,@suss_sg,Superview Wine recently hosted the participants of the SUSS Brand Challenge to a wine appreciation session! They were enlightened about wine and the marketing concepts peculiar to the industry after hearing from a wine expert. https://t.co/hOEjT5LpgO,http://pbs.twimg.com/media/EAuM7rpXsAE0wn0.jpg,photo,[],[],https://twitter.com/suss_sg/status/1156172689779888128
2019-07-30,@suss_sg,"As part of the SUSS Analytics and Visualisation Challenge 2019, the SUSS Live Visualisation Challenge is a workshop on how to build a dashboard in a business context! Registration closes on 30 Aug 2019. For more details and registration, head over to: https://t.co/qwo4pfwhPw",https://t.co/qwo4pfwhPw,text,[],[],https://twitter.com/suss_sg/status/1156165054808674304
2019-07-30,@suss_sg,Catch the live stream of the SUSS Convergence Forum happening today! https://t.co/HXoOYiohJu https://t.co/64foGxNK28,https://t.co/HXoOYiohJu,photo,[],[],https://twitter.com/suss_sg/status/1156030544628465668
2019-07-29,@suss_sg,"Meet Nuraliah Norasid, representing English for It's #Lit: Millennials Writing in Singapore! Awarded Most Promising Asian Woman Writer in 2018, Nuraliah's fiction novel, The Gatekeeper, won the Epigram Fiction Prize in 2016. Sign up now: https://t.co/2f81gMZTr7 https://t.co/h3NGGpqYWm",https://t.co/2f81gMZTr7,photo,['#Lit'],[],https://twitter.com/suss_sg/status/1155812471564906501
2019-07-25,@suss_sg,"ASCILITE 2019: Submit your paper for ASCILITE 2019 now. Deadline is extended to 9 Aug 2019. For more on ASCILITE 2019, visit https://t.co/qEAaDVunei https://t.co/2vn68IKtuZ",https://t.co/qEAaDVunei,photo,[],[],https://twitter.com/suss_sg/status/1154383354332090368
2019-07-24,@suss_sg,"#ASCILITE2019: Prof Koh Hian Chye, director of BI&amp;A, will be sharing how data analytics is applied at SUSS. Here’s a sneak peek! https://t.co/BGs4mnavZl",https://t.co/BGs4mnavZl,text,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1154006068378460160
2019-07-23,@suss_sg,"Our part-time Logistics and Supply Chain Management student, Chew Wei Liang, and our faculty Dr. Tay Huay Ling, had their paper featured on the Humanitarian Logistics Association (HLA). Read their study here: https://t.co/ZNDj0MzFQH https://t.co/urypz25HlP",https://t.co/ZNDj0MzFQH,photo,[],[],https://twitter.com/suss_sg/status/1153635966474735634
2019-07-22,@suss_sg,A big thank you once again to all the participants of the 7th Asia-Pacific Regional Conference on Service-Learning (APRCSL)! Check out the highlights of the conference here: https://t.co/NGLUvjdrIy https://t.co/vpBpEdOXCm,https://t.co/NGLUvjdrIy,video,[],[],https://twitter.com/suss_sg/status/1153297498917789696
2019-07-18,@suss_sg,Join us at the 36th ASCILITE 2019 International Conference (@ascilite) to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/qEAaDVunei https://t.co/MF0xo7WBB2,https://t.co/qEAaDVunei,photo,[],['@ascilite'],https://twitter.com/suss_sg/status/1151828972872839168
